id,english,status
10167175,I learned how to ride a motorbike when I was sixteen years old.,no_translation
10167298,That's a change that we can all hope for.,no_translation
10167300,I hope Tom and Mary can take care of John.,no_translation
10167307,What was daily life like in the Soviet Union?,no_translation
10167368,These bank notes are genuine.,no_translation
10167373,Anybody who wants to may sign up.,no_translation
10167421,We have to obey traffic rules.,no_translation
10167442,Don't sit down!,no_translation
10167444,I can sell this for you if you want me to.,no_translation
10167446,This writer is Canadian.,no_translation
10167487,Maybe there's hope for Tom after all.,no_translation
10167761,What is your son doing?,no_translation
10167825,"I'm telling you, this is the spot. Just keep digging.",no_translation
10167916,Tom is hoping Mary can meet him.,no_translation
10168251,You seem to have made considerable progress since our last meeting.,no_translation
10168307,Search the house!,no_translation
10168691,I hope that this time it works.,no_translation
10168701,Tom said Mary was hoping John could help her.,no_translation
10168749,I saw another enter the mosque.,no_translation
10169101,Remember when gas wasn't so crazy expensive?,no_translation
10169137,I hope it still works.,no_translation
10169139,Tom hopes the man who killed his father rots in prison.,no_translation
10169218,Listen carefully to what I'm going to tell you.,no_translation
10169219,"As for me, I'm not satisfied with the result of the examination the other day.",no_translation
10169340,I hope Tom is doing well.,no_translation
10169343,I fell asleep during the lesson.,no_translation
10169455,"As a robot, I find the idea of emotions ""confusing.""",no_translation
10169463,Let's hope nobody does that.,no_translation
10169533,Did he look at me?,no_translation
10169536,Where should I be looking?,no_translation
10169537,Are there many of them there?,no_translation
10169538,Are there a lot of them there?,no_translation
10169564,They're encouraging their children to learn Berber.,no_translation
10169691,Is there a leak?,no_translation
10169692,What are we having?,no_translation
10169693,I've never tried maple syrup.,no_translation
10170142,"Unfortunately, neither of them are alive anymore.",no_translation
10170445,Our house got broken into.,no_translation
10170463,Tom led me on.,no_translation
10170490,Tom started having those dreams again.,no_translation
10170599,Tom planned the whole thing months in advance.,no_translation
10170788,Your mileage may vary.,no_translation
10170801,She's washing them.,no_translation
10170805,We hope to do this forever.,no_translation
10170809,Tom went to church every Sunday.,no_translation
10170864,I really hope that no one saw us doing that.,no_translation
10171029,This is all a big mix up. I'm not the girl you're looking for.,no_translation
10171080,That gives us some hope.,no_translation
10171083,Tom slipped and fell on the ice.,no_translation
10171094,I'm not heterosexual.,no_translation
10171106,The game was won by the better side.,no_translation
10171107,Did you know that Tom was Catholic?,no_translation
10171108,Have we got a map?,no_translation
10171109,He presented another project to the committee.,no_translation
10171110,He put another project before the committee.,no_translation
10171118,That's not bad as well.,no_translation
10171119,"That's not bad, either.",no_translation
10171120,Tom painted the part of the fence where the paint had flaked off.,no_translation
10171121,Tom's bicycle is in the garage.,no_translation
10171127,The concert hall is a dome-shaped building visible for miles around.,no_translation
10171128,The concert hall is a conspicuous dome-shaped building.,no_translation
10171129,We will refund you the surplus amount.,no_translation
10171130,We will reimburse you with the surplus amount.,no_translation
10171131,"After her accident, Mary relied on a walking frame to move about.",no_translation
10171137,"What shall we do with the rainwater we've caught, Tom?",no_translation
10171138,I happened to see a rare butterfly.,no_translation
10171139,She wanted a watch for her birthday.,no_translation
10171140,"We're buying a kilo of French beans, two kilos of potatoes, a lettuce, half a kilo of tomatoes, and two cucumbers.",no_translation
10171141,Why don't we discuss this matter later?,no_translation
10171142,The strong wind whipped the hats off the children's heads.,no_translation
10171148,Visit our roof terrace with its view across the whole city.,no_translation
10171149,"""May I come in?"" ""Yes, of course.""",no_translation
10171150,"""May I come in?"" ""Yes, do!""",no_translation
10171151,My cat jumped when a soap bubble burst in front of her nose.,no_translation
10171152,My cat jumped when a soap bubble burst before her nose.,no_translation
10171153,My cat started when a soap bubble burst in front of her nose.,no_translation
10171174,Take your time. It's not that urgent.,no_translation
10171175,Take your time. It isn't that urgent.,no_translation
10171176,We're all just people.,no_translation
10171177,We are all just people.,no_translation
10171186,Did you hear the birds singing?,no_translation
10171195,She returned from Madrid.,no_translation
10171196,It's a disease that affects men and women alike.,no_translation
10171197,At least that's what I hope happens.,no_translation
10171199,Tom needs to see a dentist.,no_translation
10171205,I hope that the police catch the guy who stabbed me.,no_translation
10171244,"I don't have a can opener, so I can't get this can open.",no_translation
10171247,"No one has arrived yet, but we're expecting about thirty people.",no_translation
10171349,Let's buy a bicycle for Tom.,no_translation
10171366,We're trying to instill a feeling of hope.,no_translation
10171373,Tom remembers Mary.,no_translation
10171406,Somebody broke into our house.,no_translation
10171412,I was hoping it was a joke.,no_translation
10171413,Tom never found out who Mary was.,no_translation
10171415,I don't think that Tom will forget this.,no_translation
10171437,I don't think Tom will forget this.,no_translation
10171441,Isaac Newton knew a ton.,no_translation
10171456,"Tom Jackson was pronounced dead at 2:30 p.m. on October 20, 2013.",no_translation
10171457,We're far from the truth.,no_translation
10171458,We were hoping for better news.,no_translation
10171459,Tom wasn't in the park.,no_translation
10171468,Stars shine brighter in the darkness.,no_translation
10171479,The doctors didn't believe Tom was in danger of dying.,no_translation
10171488,That was just the reaction I was hoping for.,no_translation
10171494,Tom's French sounded perfect to me.,no_translation
10171495,Cookie dropped the mouse on Tom to wake him up.,no_translation
10171498,"One by one, friends came up to speak to me.",no_translation
10171537,You can sleep when you're dead.,no_translation
10171557,"Yanni named his daughter ""Rima.""",no_translation
10171558,Yanni doesn't even remember his name.,no_translation
10171559,Yanni loves his mother.,no_translation
10171560,Yanni went there to fetch Rima.,no_translation
10171561,Yanni should stop talking.,no_translation
10171568,Yanni is ready to go.,no_translation
10171569,Yanni should rest now.,no_translation
10171570,Yanni got dressed.,no_translation
10171571,Yanni should get dressed.,no_translation
10171572,Yanni will come back here.,no_translation
10171579,Let's get dressed.,no_translation
10171580,Yanni was getting dressed.,no_translation
10171581,Yanni didn't even get dressed.,no_translation
10171584,Those hopes have been dashed.,no_translation
10171586,Tom did nothing to deserve that.,no_translation
10171595,Tom flew into a childish fit of rage and threw his glasses on the floor with enough force to break them.,no_translation
10171628,Yanni writes his articles in a refreshing narrative.,no_translation
10171723,She's afraid of me.,no_translation
10171727,You're afraid of her.,no_translation
10171728,You're afraid of them.,no_translation
10171729,She's afraid of him.,no_translation
10171918,We never lost hope.,no_translation
10171920,Tom began to study French last year.,no_translation
10171963,It seems too much to hope for.,no_translation
10171972,Tom cared about Mary.,no_translation
10172067,Tom had a French class with Mary.,no_translation
10172418,The complex houses married and single soldiers and their families.,no_translation
10172451,I hope we can do that together someday.,no_translation
10172467,Tom ate lunch at a small restaurant near the hotel where he was staying.,no_translation
10172525,Her grandmother is a charming lady.,no_translation
10172526,His grandmother is a charming lady.,no_translation
10172527,Their grandmother is a charming lady.,no_translation
10172528,Tom doesn't think we can put this off.,no_translation
10172531,Tom doesn't think that we can put this off.,no_translation
10172538,We were hoping we'd get here first.,no_translation
10172623,"At least, she did not die in vain.",no_translation
10172629,How's the weather here in the spring?,no_translation
10172630,Tom didn't really like that.,no_translation
10172668,We tried to foresee everything.,no_translation
10172669,Smoking isn't good for one's health.,no_translation
10172672,Smoking isn't good for your health.,no_translation
10172673,"It's not possible to foresee everything, so just live and enjoy life.",no_translation
10172684,All of Tom's classmates speak French.,no_translation
10172685,"Although he did very well on the exam, his spoken Chinese is not as good as yours.",no_translation
10172687,The players need to take turns throwing a die.,no_translation
10172689,In the grave lay a skeleton with a split skull.,no_translation
10172690,"Don't pour hot water into a glass, or it may crack.",no_translation
10172693,"When I explained to the squirrels that for me this task was like a nut that needed to be cracked, they understood why I was working on it so diligently.",no_translation
10172712,I was hoping that you and I could get together this afternoon.,no_translation
10172713,Did you know Tom was Catholic?,no_translation
10172714,"If you see Tom today, please tell him he's invited to my party, too.",no_translation
10172715,I was hoping that it was a joke.,no_translation
10172716,They kept contradicting themselves.,no_translation
10172723,Tom is at least thirty years old.,no_translation
10172725,That's something that I'd rather not talk about.,no_translation
10172738,Tom messaged me in French.,no_translation
10172754,Why don't we make it some other time?,no_translation
10172755,Tom and Mary aren't home right now.,no_translation
10172762,It's all grist to his mill.,no_translation
10172764,"Mary only uses lowercase letters when she texts, and she rarely uses punctuation.",no_translation
10172765,I can't stand being around Tom's friends because they're incredibly obnoxious.,no_translation
10172766,You should sit up straight.,no_translation
10172767,Tom didn't learn French in school. He learned it from his parents.,no_translation
10172768,"Don't worry, Mum. He's not fussy about food – he'll eat anything.",no_translation
10172777,The wind will be variable today.,no_translation
10172778,Their theory doesn't hold water.,no_translation
10172788,The past is never going to come back.,no_translation
10172789,You mustn't leave any tell-tale signs.,no_translation
10172790,He's arriving unannounced.,no_translation
10172796,Tom rang during your absence.,no_translation
10172803,I am slowly acclimatising myself to the harsh climate here.,no_translation
10172804,I am slowly getting used to the harsh climate here.,no_translation
10172805,I am slowly adjusting to the harsh climate here.,no_translation
10172806,"Bit by bit, I'm adapting to the harsh climate here.",no_translation
10172807,"The more time passes, the more the pain begins to ease.",no_translation
10172813,He's having lunch at a cafeteria.,no_translation
10172814,He's going to have lunch at a cafeteria.,no_translation
10172815,Tom did what Mary asked.,no_translation
10172816,He has his lunch at a cafeteria.,no_translation
10172817,Tom had his lunch at the cafeteria.,no_translation
10172825,"If that book were more interesting, I'd finish reading it.",no_translation
10172829,"Here's the letter, addressed and stamped.",no_translation
10172830,"Here's that letter, addressed and stamped.",no_translation
10172831,Tom carried a cup filled to the brim with coffee through the hall without spilling a drop.,no_translation
10172837,What comes after that?,no_translation
10172838,What happens afterwards?,no_translation
10172839,What happens after?,no_translation
10172846,Where's the mobile?,no_translation
10172875,Have you seen my keys? I thought that I left them on the dining room table.,no_translation
10172876,"Just a few days ago, things looked a lot better.",no_translation
10172881,Tom told us how he met Mary.,no_translation
10172924,"With a little bit of hesitation, Tom stepped into the van and pulled a wad of cash out of his jacket pocket.",no_translation
10172925,Tom was so out of shape that he couldn't run a lap around the block without hyperventilating.,no_translation
10172926,Hold it right there.,no_translation
10172942,I just love watching Tom riding his unicycle.,no_translation
10172983,"As an Algerian, I only discovered Arabic when I was six years old, going to school.",no_translation
10172989,We sat in silence for a little while.,no_translation
10173028,Yanni's article was translated into Berber.,no_translation
10173030,Yanni expressed his support for Algeria.,no_translation
10173031,China assured its support for Algeria.,no_translation
10174649,Aubergine is the main ingredient of some vegetarian dishes with tomato sauce.,no_translation
10174863,What makes a good mystery story?,no_translation
10174900,May I sit here for a while?,no_translation
10175201,Why don't we organize a search party?,no_translation
10175219,He wears a hat.,no_translation
10175220,Tom didn't take that well.,no_translation
10175300,Tom was left behind to face the music alone.,no_translation
10175442,Tom wears a tuxedo.,no_translation
10175659,Tom wears a cap.,no_translation
10175663,Tom wears a leather jacket.,no_translation
10175665,Tom is the only one who's sober.,no_translation
10175685,He probably saw me.,no_translation
10175688,Why don't we discuss this over lunch?,no_translation
10175689,Tom lived next door to us.,no_translation
10175690,Tom did an idiotic thing.,no_translation
10175692,Tom wears a coat.,no_translation
10175693,Tom wears a coat that's too large for him.,no_translation
10175733,Tom faced Mary.,no_translation
10175770,Why don't we worry about that later?,no_translation
10175847,Why don't we try to be more tolerant?,no_translation
10175853,Tom didn't have time to respond.,no_translation
10175854,"The Lord said to Abram, ""Leave your country, and your relatives, and your father's house, and go to the land that I will show you.""",no_translation
10175855,"The Lord said to Abram, ""Leave your country, and your birthplace, and your father's house, and go to the land that I will show you.""",no_translation
10175893,"""Where's the wrench that you were using yesterday?"" ""It was there earlier. Have you asked Mary? Maybe she has it.""",no_translation
10175904,Why don't we do this again next year?,no_translation
10175905,Tom didn't want to go to the zoo.,no_translation
10175906,That is the way it works.,no_translation
10175926,I hope that our shop doesn't get vandalized.,no_translation
10175927,Tom fell out of a third-floor window.,no_translation
10175928,I'm hoping that that's the case.,no_translation
10175929,I hope that we can do that together someday.,no_translation
10175950,The square of seven is forty-nine.,no_translation
10175952,Tom is a nurse.,no_translation
10175953,Why is it so quiet in here?,no_translation
10176041,I've noticed many similarities between Spanish and French conjugations.,no_translation
10176067,I saw a number of old couples sitting on benches in the park.,no_translation
10176068,Tom hit a three-run homer.,no_translation
10176103,Tom asked me where I'd been.,no_translation
10176105,I'd like to know Tom better.,no_translation
10176110,I was surprised by what Tom told me.,no_translation
10176116,When was the last time that you saw Tom doing that?,no_translation
10176118,Tom has gotten better at playing the clarinet since the last time I heard him play.,no_translation
10176120,Why don't we try to have a good time?,no_translation
10176123,Tom will go last.,no_translation
10176139,Is this house for sale?,no_translation
10176144,All the stores are already closed.,no_translation
10176188,Where did he buy this motorcycle?,no_translation
10176223,Take your time. It's not urgent.,no_translation
10176225,Add him.,no_translation
10176226,"If the book had been more interesting, I'd have read it to the end.",no_translation
10176280,He hasn't cleaned her room yet.,no_translation
10176317,I've always been the number one.,no_translation
10176318,Watch what you're doing. You almost killed Tom!,no_translation
10176320,Tom is a shy and insecure young man.,no_translation
10176322,I'm starting to feel pretty insecure.,no_translation
10176323,I'm a director.,no_translation
10176334,"So little water, it's really a trickle.",no_translation
10176335,"A balalaika has 3 strings, a bass guitar has 4, and a normal guitar has 6 or 7.",no_translation
10176347,Hasn't your husband run away yet?,no_translation
10176357,Whoever wrote this is really talented.,no_translation
10176358,Tom has class.,no_translation
10176387,The candy store is closed.,no_translation
10176390,There is nothing remarkable about them.,no_translation
10176418,Just read the cue cards.,no_translation
10176419,Feel the rhythm.,no_translation
10176568,Tom moved out yesterday.,no_translation
10176606,Anyone could've bought one of these.,no_translation
10176608,Tom has been trying to set me up with his sister for a long time.,no_translation
10176653,People always do things like that.,no_translation
10176658,Tom did his best not to cry.,no_translation
10176702,Both of us speak French.,no_translation
10164818,I'm here as a translator.,no_translation
10164820,I'm here as an interpreter.,no_translation
10164821,People are staring.,no_translation
10164833,I'm an observer.,no_translation
10164837,Let's meet on the outskirts of town.,no_translation
10165334,He was screaming.,no_translation
10165344,Mary gave birth to a boy.,no_translation
10165600,"Sometimes people ask, ""How are you?"" if the person has been away from the place for quite sometime.",no_translation
10165609,"For someone you see more often, it is customary to ask, ""How are you?"" or ""How is your family""",no_translation
10165612,How did you get into the room?,no_translation
10165648,Most Americans were in favor of it.,no_translation
10167300,I hope Tom and Mary can take care of John.,no_translation
10167307,What was daily life like in the Soviet Union?,no_translation
10167368,These bank notes are genuine.,no_translation
10167373,Anybody who wants to may sign up.,no_translation
10167421,We have to obey traffic rules.,no_translation
10167825,"I'm telling you, this is the spot. Just keep digging.",no_translation
10167916,Tom is hoping Mary can meet him.,no_translation
10168251,You seem to have made considerable progress since our last meeting.,no_translation
10168307,Search the house!,no_translation
10168691,I hope that this time it works.,no_translation
10168701,Tom said Mary was hoping John could help her.,no_translation
10171083,Tom slipped and fell on the ice.,no_translation
10171094,I'm not heterosexual.,no_translation
10171121,Tom's bicycle is in the garage.,no_translation
10171137,"What shall we do with the rainwater we've caught, Tom?",no_translation
10171138,I happened to see a rare butterfly.,no_translation
10171139,She wanted a watch for her birthday.,no_translation
10171150,"""May I come in?"" ""Yes, do!""",no_translation
10171151,My cat jumped when a soap bubble burst in front of her nose.,no_translation
10171195,She returned from Madrid.,no_translation
10171196,It's a disease that affects men and women alike.,no_translation
10171197,At least that's what I hope happens.,no_translation
10171199,Tom needs to see a dentist.,no_translation
10171406,Somebody broke into our house.,no_translation
10171456,"Tom Jackson was pronounced dead at 2:30 p.m. on October 20, 2013.",no_translation
10171457,We're far from the truth.,no_translation
10171458,We were hoping for better news.,no_translation
10171569,Yanni should rest now.,no_translation
10171570,Yanni got dressed.,no_translation
10171727,You're afraid of her.,no_translation
10171728,You're afraid of them.,no_translation
10171729,She's afraid of him.,no_translation
10172451,I hope we can do that together someday.,no_translation
10172629,How's the weather here in the spring?,no_translation
10172630,Tom didn't really like that.,no_translation
10172668,We tried to foresee everything.,no_translation
10172690,"Don't pour hot water into a glass, or it may crack.",no_translation
10172693,"When I explained to the squirrels that for me this task was like a nut that needed to be cracked, they understood why I was working on it so diligently.",no_translation
10172712,I was hoping that you and I could get together this afternoon.,no_translation
10172725,That's something that I'd rather not talk about.,no_translation
10172738,Tom messaged me in French.,no_translation
10172754,Why don't we make it some other time?,no_translation
10172755,Tom and Mary aren't home right now.,no_translation
10172777,The wind will be variable today.,no_translation
10172778,Their theory doesn't hold water.,no_translation
10172788,The past is never going to come back.,no_translation
10172807,"The more time passes, the more the pain begins to ease.",no_translation
10172837,What comes after that?,no_translation
10172838,What happens afterwards?,no_translation
10172839,What happens after?,no_translation
10172846,Where's the mobile?,no_translation
10172926,Hold it right there.,no_translation
10172942,I just love watching Tom riding his unicycle.,no_translation
10172983,"As an Algerian, I only discovered Arabic when I was six years old, going to school.",no_translation
10175893,"""Where's the wrench that you were using yesterday?"" ""It was there earlier. Have you asked Mary? Maybe she has it.""",no_translation
10175950,The square of seven is forty-nine.,no_translation
10176116,When was the last time that you saw Tom doing that?,no_translation
10176118,Tom has gotten better at playing the clarinet since the last time I heard him play.,no_translation
10176120,Why don't we try to have a good time?,no_translation
10176418,Just read the cue cards.,no_translation
10176849,This is an alarming symptom.,no_translation
10176850,This alarms me.,no_translation
10176864,Tom is prohibited from holding a leadership position.,no_translation
10176865,"Tom has no higher education, but he holds a leadership position.",no_translation
10176866,Tom occupies one of the leading positions in a large bank.,no_translation
10176867,"A team is a group of persons united by common work, study, interests.",no_translation
10176868,Heavy artillery was employed.,no_translation
10176884,You hung posters on the wall.,no_translation
10176885,The poster was immediately removed from the wall.,no_translation
10176887,"On the poster, my surname is written in enormous letters.",no_translation
10176890,My friend is Belgian.,no_translation
10177146,Give me the toy.,no_translation
10177157,I'm hurt because of you.,no_translation
10177185,Our boat docked in Marseilles.,no_translation
10177186,The boat docked on the shore.,no_translation
10177187,Someone docked my boat.,no_translation
10177191,Someone anchored my boat.,no_translation
10177206,"Life is like a river with a source and a mouth. Each of us has our own river. One person may have one that is twisting and serpentine, with shallow water in the shoals, so one must plod, not float. Another's is stormy, seething, carrying water furiously, flying one hundred thousand miles until it meets another river and loses its impetuosity and noisiness, and then calmly moves forward to the mouth. There are also streams, short and transparent, like the life of a baby.",no_translation
10177216,It has leaves on it.,no_translation
10177236,The hosts on this channel are utterly ignorant.,no_translation
10177249,I'm giving you a downvote for illiteracy.,no_translation
10177268,"Tom didn't feel well, so he went to see a doctor.",no_translation
10177272,"When I approach an intersection, I always beep just in case.",no_translation
10177273,"When I approach an intersection, I always honk my horn just in case.",no_translation
10177285,"You've never put this clothing on, but you're already throwing it away? You can't be so wasteful!",no_translation
10177303,It's worth trying one more time.,no_translation
10177304,Let's take one more ride.,no_translation
10177313,"Our cat is very mischievous. First, she begs for food. Then, when we give it to her, she sniffs, snorts, takes one bite, and walks away.",no_translation
10177325,They tied him up.,no_translation
10177326,The robber was tied up by the police officers who arrived in time.,no_translation
10177327,Tom's back twisted in pain.,no_translation
10177328,Have you gargled?,no_translation
10177330,"Sasha went to the bathroom, collected cold tap water in the palms of his hands, and rinsed out his mouth.",no_translation
10177381,Tom got a C in French.,no_translation
10177382,Do you rinse out your mouth immediately after brushing your teeth?,no_translation
10177383,Rinse out your mouth with salt water.,no_translation
10177398,Who kept you from doing that?,no_translation
10177409,Tom didn't read the sign.,no_translation
10177431,The human body is amazingly resilient.,no_translation
10177432,Tom was hoping Mary could do that with him.,no_translation
10177433,I don't care who started the argument.,no_translation
10177435,"Don't touch that, Tom.",no_translation
10177454,Something feels wrong here.,no_translation
10177456,It should be a fun game to watch.,no_translation
10177486,I sat down and watched them.,no_translation
10177508,Tom set off on a bicycle trip last week.,no_translation
10177512,You always have to watch out for these kinds of things.,no_translation
10177566,"Tom says he was sick that day, which is—pardon my French—bullshit.",no_translation
10177580,It was a normal day.,no_translation
10177590,Tom is afraid someone will recognize him.,no_translation
10177592,It was lots of fun to being here.,no_translation
10177624,Tom went back to the sink.,no_translation
10177633,I'll watch your suitcases for you.,no_translation
10177838,She misses her family.,no_translation
10177900,"Tom has been sitting under that tree all afternoon, reading a book.",no_translation
10177908,It was a movie worth watching.,no_translation
10177993,We've decided to stay for a few more days.,no_translation
10177995,I hope that Tom is proud of Mary.,no_translation
10178282,Why didn't anybody show up?,no_translation
10178296,You just need to put the facts together.,no_translation
10178297,I just put the facts together.,no_translation
10178300,Just put the facts together.,no_translation
10178309,"Tom got injured, but not too badly.",no_translation
10178361,Tom dispelled our fears.,no_translation
10178371,Tom could hardly wait to unwrap the present.,no_translation
10178377,I could get in trouble for talking to you.,no_translation
10178388,Tom really liked Australia.,no_translation
10178393,You can watch basketball on TV.,no_translation
10178399,She released them.,no_translation
10178469,"She came back, the one you were expecting.",no_translation
10178473,Look what the baby's doing!,no_translation
10178478,"He's my uncle, not my father.",no_translation
10178479,"They are gone, may they never come back!",no_translation
10178501,Could you show me something else?,no_translation
10178502,When will they come back?,no_translation
10178503,I'd be surprised if Tom taught me French.,no_translation
10178519,Tom hoped Mary might be able to help him.,no_translation
10178525,Why wasn't anyone there?,no_translation
10178727,Tom went to a basketball game.,no_translation
10178807,What's the effect of taking the medication orally versus applying it as eye drops?,no_translation
10178831,How much time would I save by taking the express train to the airport versus taking a taxi?,no_translation
10178890,I can't take on any more projects right now.,no_translation
10178896,Tom just finished writing a 300-page treatise on demography.,no_translation
10178921,"You're recovering from an illness, so don't push yourself.",no_translation
10178923,To what extent is Halloween ingrained into Australian culture?,no_translation
10178958,Watch out for your neighbors.,no_translation
10178960,"If you continue with it, don't you think you'll end up regretting it later on?",no_translation
10178967,Don't you think you've gone a little too far with the hair wax?,no_translation
10179011,"What do you mean, ""this guy""? He has a name, you know.",no_translation
10179015,"No matter what anyone has to say, I'm going to Boston.",no_translation
10179019,I don't like wearing new jeans.,no_translation
10179029,Tom has been picking on Mary.,no_translation
10179033,Why wasn't anybody there?,no_translation
10179061,I want to talk with you in private.,no_translation
10179062,"It may sound idealistic, but that doesn't necessarily mean it's unrealistic.",no_translation
10179063,So mote it be!,no_translation
10179064,This list is sorted alphabetically.,no_translation
10179075,Someone's been watching us.,no_translation
10179077,"""Is Taro back yet?"" ""Not yet. He's been getting back pretty late recently.""",no_translation
10179078,"""You're going to work again tomorrow, aren't you?"" ""Ah. Yes."" ""Then I'll pack you some lunch."" ""Thank you.""",no_translation
10179079,"Don't mumble, and speak up.",no_translation
10179102,What was the last thing you bought online?,no_translation
10179110,You should watch the road.,no_translation
10179113,My father is good at fishing.,no_translation
10179118,I don't care why it happened.,no_translation
10179120,You don't have to eat if you don't want to.,no_translation
10179121,"I can go, as long as I'm back by five.",no_translation
10179132,What are the gender-neutral relative pronouns to refer to people?,no_translation
10179133,They don't let me drink milk.,no_translation
10179134,She turned red when I kissed her.,no_translation
10179166,Maybe you should watch the road.,no_translation
10179167,Tom should've bowed out earlier.,no_translation
10179169,"Whenever I go to Boston, I stay at my friends' houses.",no_translation
10179171,"Yesterday was Friday, so he took a break.",no_translation
10179173,Xue insists on watching TV in bed.,no_translation
10179184,"When it comes to creativity, there are no winners or losers. At least, that's what they say.",no_translation
10179185,Tom asked Mary to pay his bills.,no_translation
10179186,I watch a lot of basketball.,no_translation
10179187,Are you suggesting that Tom wasn't telling the truth?,no_translation
10179200,There's no way I'd watch that kind of movie.,no_translation
10179203,We have one more decision to make.,no_translation
10179207,That forced us to make some changes.,no_translation
10179208,Tom's job forces him to interact with people.,no_translation
10179210,No one's forcing you to do this.,no_translation
10179243,Illness forced Tom to quit school.,no_translation
10179246,You can't force children to be friends.,no_translation
10179247,I've been in this church before.,no_translation
10179251,Tom's RA caught him using a hot plate in his room and wrote him up.,no_translation
10179257,"""What is the guarantee for it?"" ""I promised you.""",no_translation
10179295,Tom's laptop has been stolen.,no_translation
10179297,I promised myself that I'd do that.,no_translation
10179298,I promised myself I'd do that.,no_translation
10179314,It's an old word.,no_translation
10179322,No one's forcing you to watch this.,no_translation
10179325,"Breached and battered, the ruin stands in a grove of ilex on a very beautiful promontory.",no_translation
10179327,We had a good talk.,no_translation
10179328,Tom and I had a good talk.,no_translation
10179331,The man spoke before me.,no_translation
10179433,Tom was forced to sign the document.,no_translation
10179435,"Tom, why aren't you wearing a shirt?",no_translation
10179436,"Tom, why don't you have a shirt on?",no_translation
10179437,Don't force your kids to take music lessons.,no_translation
10179462,This medicine eases pain.,no_translation
10179543,My cellar is flooded.,no_translation
10179553,We can't physically force Tom to do so.,no_translation
10179555,Don't resign. Force them to fire you.,no_translation
10179560,"""Love isn't related to money, is it?"" ""Is it not? Money certainly isn't everything, but love is enriched by having money."" ""That's probably realistic."" ""You're often too unrealistic.""",no_translation
10179563,"Tom is tone-deaf, so he rarely sings in front of others.",no_translation
10179573,Yanni died a slow and painful death.,no_translation
10179574,Yanni decided to commit suicide.,no_translation
10179575,Yanni wrote a farewell message.,no_translation
10179576,Yanni bled to death.,no_translation
10179577,Yanni slashed his wrists.,no_translation
10179578,Yanni had small incisions on his wrists.,no_translation
10179587,Yanni rushed towards the lake.,no_translation
10179588,Ziri's mouth was severely swollen.,no_translation
10179594,Yanni ran away from Rima.,no_translation
10179595,Yanni was picked up by a military patrol.,no_translation
10179597,Yanni lost water.,no_translation
10179598,Yanni's liver was damaged.,no_translation
10179599,Yanni's kidneys experienced permanent damage.,no_translation
10179600,Yanni survived the impossible.,no_translation
10179611,Yanni didn't even know how to get started.,no_translation
10179612,Yanni had to teach himself how to make videos.,no_translation
10179615,Yanni wanted to accelerate his learning of Berber.,no_translation
10179616,Yanni started creating his own videos.,no_translation
10179631,Yanni was fleeing from the police department.,no_translation
10179635,Yanni sped up his vehicle and tried to escape.,no_translation
10179636,Yanni was cornered by police.,no_translation
10179637,Yanni was forced to the ground.,no_translation
10179638,Yanni was savagely beaten.,no_translation
10179646,Yanni had his day in court.,no_translation
10179647,Yanni was acquitted.,no_translation
10179649,Yanni said that was a step too far.,no_translation
10179655,Yanni has been arrested.,no_translation
10179657,Yanni has forgotten.,no_translation
10179665,Yanni is the neighborhood's peeping Tom.,no_translation
10179666,Yanni caught detectives' eyes.,no_translation
10183277,Did something happen to the baby?,no_translation
10186185,Yanni was coming to Algeria.,no_translation
10195242,They were on their way back up to bed.,no_translation
10196109,You have a soft body.,no_translation
10196223,We must tell him truth.,no_translation
10203381,"After tea, we all go into the living room.",no_translation
10203511,Sit. Shake. Lie down. Good boy!,no_translation
10203732,Don't breathe so colorfully.,no_translation
10203810,Have you ever taken an EQ test?,no_translation
10204040,You can leave the tennis to me!,no_translation
10204076,Why are you going to get rid of this carpet?,no_translation
10204316,Ziri was in the laundry room.,no_translation
10204406,Ziri turned the game off.,no_translation
10204468,Ziri doesn't like houses with attics.,no_translation
10205331,Tom took swimming lessons.,no_translation
10206699,Ziri was standing on the balcony.,no_translation
10206783,Ziri burst into tears.,no_translation
10207297,Ziri wasn't supposed to be there.,no_translation
10208215,Ziri ate pastry.,no_translation
10208317,I intensely dislike foot races.,no_translation
10209299,When did Tom buy this brolly?,no_translation
10209349,Ziri is prepared.,no_translation
10209377,Ziri understands.,no_translation
10209436,Ziri is a gardener.,no_translation
10220214,I'm not able to remove the indigo dye in my hair!,error
10220216,The locals don't trust Tom.,error
10220218,I can't remove the indigo dye in my hair!,error
10220280,Mary reluctantly agreed to listen to another one of Tom's freestyle raps.,error
10220323,I have to prepare to go to school.,error
10220324,I must prepare to go to school.,error
10220325,"If you're free, watch this for a little while.",error
10220327,"If you have free time, watch this for a little while.",error
10220329,"If you have spare time, watch this for a little while.",error
10220380,"In preparation, clean the bath and fill it.",error
10220381,"In preparation, clean and fill the bath tub.",error
10220384,"In preparation, clean and run a bath.",error
10220386,That is her modus operandi.,error
10220442,A security guard escorted Tom off the premises.,error
10220448,Tom's duffel bag didn't fit in the overhead compartment.,error
10220450,We're trying to cut back on overhead expenses.,error
10220456,The photo editor includes a feature which allows users to add a blur effect to images.,error
10220457,"Tom's face was blurred out in the interview, but you could still tell it was him because of his distinctive voice.",error
10220461,"According to the law in this country, minors' faces have to be blurred out in the news, even if they're accused of committing serious crimes.",error
